Model Type,Neighborhood Size,Step Length,Evaluation,Simulation,KL Divergence,Chi-Square,Categorical MMD,Tumor Size Diff,Border Size Diff,Spatial Variance Diff
Mixture NCA,2,25,0,109,0.11866705119609833,0.08545534312725067,0.7955554723739624,0.7745266556739807,0.1701815277338028,0.5730823278427124
Mixture NCA,2,25,0,110,0.1501738429069519,0.11269339174032211,0.3311110734939575,0.35747385025024414,0.050053391605615616,0.22046378254890442
Mixture NCA,2,25,0,111,0.20906224846839905,0.12422298640012741,0.5777777433395386,0.5792400240898132,0.2102242410182953,0.7258167266845703
Mixture NCA,2,25,0,112,0.08956238627433777,0.07147242873907089,0.3222222328186035,0.2647954523563385,0.04004271328449249,0.08070887625217438
Mixture NCA,2,25,0,113,0.11131440848112106,0.08297917246818542,0.5577777624130249,0.37402355670928955,0.37039509415626526,0.20202898979187012
Mixture NCA,2,25,0,114,0.15154311060905457,0.10413753241300583,0.43555545806884766,0.2879650294780731,0.14014950394630432,0.02614029310643673
Mixture NCA,2,25,0,115,0.10728797316551208,0.07928995788097382,0.6977777481079102,0.7116377353668213,0.03003203496336937,0.4308420419692993
Mixture NCA,2,25,0,116,0.186141699552536,0.12386004626750946,0.5622222423553467,0.479941725730896,0.050053391605615616,0.20548899471759796
Mixture NCA,2,25,0,117,0.15522044897079468,0.10946109890937805,0.8266665935516357,0.8870647549629211,0.2903096675872803,0.6921581625938416
Mixture NCA,2,25,0,118,0.0500105544924736,0.04186888411641121,0.48000001907348633,0.38395339250564575,0.2202349305152893,0.13255079090595245
Mixture NCA,2,25,0,119,0.08659292757511139,0.07514727860689163,0.6288888454437256,0.6619886159896851,0.250266969203949,0.4805520176887512
Mixture NCA,2,25,0,120,0.09370313584804535,0.07204777002334595,0.8266665935516357,0.9929829239845276,0.23024560511112213,0.7053844332695007
Mixture NCA,2,25,0,121,0.20107729732990265,0.12548117339611053,0.40444445610046387,0.2515556812286377,0.24025627970695496,0.0908738523721695
Mixture NCA,2,25,0,122,0.11894693225622177,0.09178034961223602,0.5577777624130249,0.5395207405090332,0.03003203496336937,0.2530911862850189
Mixture NCA,2,25,0,123,0.10720045119524002,0.07460586726665497,0.457777738571167,0.42036277055740356,0.08008542656898499,0.15490444004535675
Mixture NCA,2,25,0,124,0.3296549618244171,0.15185819566249847,0.7822221517562866,0.8837547898292542,0.24025627970695496,0.917892575263977
Mixture NCA,2,25,0,125,0.18728743493556976,0.1142268255352974,0.81333327293396,0.8804448246955872,0.12012813985347748,0.7325916886329651
Mixture NCA,2,25,0,126,0.09188975393772125,0.07436881214380264,0.42444443702697754,0.19197669625282288,0.2903096675872803,0.017388897016644478
Mixture NCA,2,25,0,127,0.09420400857925415,0.07674022018909454,0.6844444274902344,0.6553687453269958,0.06006406992673874,0.4157648980617523
Mixture NCA,2,25,0,128,0.04375513643026352,0.0376761257648468,0.5044443607330322,0.34423407912254333,0.07007475197315216,0.13818663358688354
Mixture NCA,2,25,0,129,0.3050868511199951,0.1474941372871399,1.0222222805023193,1.2743281126022339,0.28029900789260864,0.9192334413528442
Mixture NCA,2,25,0,130,0.06822029501199722,0.05918194353580475,0.6266666650772095,0.569310188293457,0.04004271328449249,0.28627052903175354
Mixture NCA,2,25,0,131,0.2135617733001709,0.11167298257350922,0.7066665887832642,0.7943863272666931,0.37039509415626526,0.6713141798973083
Mixture NCA,2,25,0,132,0.10842366516590118,0.08493255823850632,0.8622221946716309,0.9334039092063904,0.08008542656898499,0.7694629430770874
Mixture NCA,2,25,0,133,0.23455484211444855,0.13286897540092468,0.559999942779541,0.4964914619922638,0.10010678321123123,0.2818026542663574
Mixture NCA,2,25,0,134,0.10438777506351471,0.07596208900213242,0.5422221422195435,0.522970974445343,0.06006406992673874,0.4606074392795563
Mixture NCA,2,25,0,135,0.13424931466579437,0.09419220685958862,0.3733333349227905,0.32437440752983093,0.06006406992673874,0.14141608774662018
Mixture NCA,2,25,0,136,0.043951645493507385,0.03864343464374542,0.7488888502120972,0.8969945311546326,0.37039509415626526,0.6629678606987
Mixture NCA,2,25,0,137,0.22570955753326416,0.12078333646059036,0.5266666412353516,0.37071362137794495,0.12012813985347748,0.07206675410270691
Mixture NCA,2,25,0,138,0.1229412853717804,0.09518800675868988,1.0533332824707031,1.2412285804748535,0.2602776288986206,1.3000833988189697
Mixture NCA,2,25,0,139,0.19278854131698608,0.11664039641618729,0.508888840675354,0.38726332783699036,0.04004271328449249,0.18110832571983337
Mixture NCA,2,25,0,140,0.08623103052377701,0.06457329541444778,0.8844444751739502,0.9234740734100342,0.04004271328449249,0.5826273560523987
Mixture NCA,2,25,0,141,0.3586001694202423,0.1721728891134262,0.6644444465637207,0.6255792379379272,0.14014950394630432,0.6705048084259033
Mixture NCA,2,25,0,142,0.11461672186851501,0.08534760028123856,0.5199999809265137,0.2283860743045807,0.1701815277338028,0.04889427125453949
Mixture NCA,2,25,0,143,0.07357549667358398,0.05905831605195999,0.6200000047683716,0.612339437007904,0.03003203496336937,0.40279820561408997
Mixture NCA,2,25,0,144,0.11265841126441956,0.08336793631315231,1.0933332443237305,1.3769363164901733,0.3503737449645996,1.130659818649292
Mixture NCA,2,25,0,145,0.20712429285049438,0.12126713246107101,0.6977777481079102,0.6057195663452148,0.07007475197315216,0.5421141982078552
Mixture NCA,2,25,0,146,0.08750861883163452,0.07637809216976166,0.6977777481079102,0.6454389095306396,0.08008542656898499,0.48451167345046997
Mixture NCA,2,25,0,147,0.07088107615709305,0.05539509654045105,0.762222170829773,0.8010061979293823,0.14014950394630432,0.5682944059371948
Mixture NCA,2,25,0,148,0.18085545301437378,0.10870258510112762,0.5911110639572144,0.612339437007904,0.16017085313796997,0.4162291884422302
Mixture NCA,2,25,0,149,0.048164866864681244,0.043108731508255005,0.7111110687255859,0.612339437007904,0.20021356642246246,0.3108164370059967
Mixture NCA,2,25,0,150,0.16908739507198334,0.0988437607884407,0.6333333253860474,0.42036277055740356,0.19020289182662964,0.3227619528770447
Mixture NCA,2,25,0,151,0.05493927747011185,0.04425080493092537,0.6688888072967529,0.5428306460380554,0.14014950394630432,0.6462036967277527
Mixture NCA,2,25,0,152,0.2019394040107727,0.12291169911623001,0.4555555582046509,0.3012048006057739,0.20021356642246246,0.14503322541713715
Mixture NCA,2,25,0,153,0.20396912097930908,0.1356545388698578,0.6799999475479126,0.8010061979293823,0.2102242410182953,0.6683334708213806
Mixture NCA,2,25,0,154,0.1833108365535736,0.10753423720598221,0.5,0.436912477016449,0.050053391605615616,0.32923364639282227
Mixture NCA,2,25,0,155,0.21286746859550476,0.1122230514883995,0.48222219944000244,0.52628093957901,0.19020289182662964,0.40564656257629395
Mixture NCA,2,25,0,156,0.1113191470503807,0.09280027449131012,0.4733332395553589,0.36078378558158875,0.2903096675872803,0.08134372532367706
Mixture NCA,2,25,0,157,0.10903333127498627,0.08166835457086563,0.653333306312561,0.7579769492149353,0.16017085313796997,0.6919522881507874
Mixture NCA,2,25,0,158,0.12287583202123642,0.09139382094144821,0.662222146987915,0.6851581931114197,0.03003203496336937,0.5728998780250549
Mixture NCA,2,25,0,159,0.16257962584495544,0.10497661679983139,0.9266666173934937,1.1286906003952026,0.020021356642246246,0.7401837110519409
Mixture NCA,2,25,0,160,0.15739533305168152,0.10633587092161179,0.7822221517562866,0.7182576060295105,0.14014950394630432,0.38919797539711
Mixture NCA,2,25,0,161,0.15286684036254883,0.10238085687160492,0.5911110639572144,0.479941725730896,0.09009610116481781,0.3067188560962677
Mixture NCA,2,25,0,162,0.06519479304552078,0.049937546253204346,0.36000001430511475,0.13239772617816925,0.3003203570842743,0.17205186188220978
Mixture NCA,2,25,0,163,0.1389051377773285,0.1089535653591156,0.3466665744781494,0.05295908823609352,0.5305659770965576,0.20642024278640747
Mixture NCA,2,25,0,164,0.15229645371437073,0.10728863626718521,0.5288888216018677,0.6520587801933289,0.2903096675872803,0.43126288056373596
Mixture NCA,2,25,0,165,0.06716757267713547,0.054713986814022064,0.4733332395553589,0.5428306460380554,0.23024560511112213,0.4723709225654602
Mixture NCA,2,25,0,166,0.13001567125320435,0.0861247330904007,0.22666656970977783,0.11915794759988785,0.2102242410182953,0.07194945961236954
Mixture NCA,2,25,0,167,0.09818270802497864,0.07702470570802689,0.5555554628372192,0.4766317903995514,0.010010678321123123,0.24067285656929016
Mixture NCA,2,25,0,168,0.37437230348587036,0.180449441075325,0.40444445610046387,0.3012048006057739,0.15016017854213715,0.027206825092434883
Mixture NCA,2,25,0,169,0.14908896386623383,0.09113140404224396,0.42888879776000977,0.43360254168510437,0.10010678321123123,0.24070121347904205
Mixture NCA,2,25,0,170,0.10115275532007217,0.07891857624053955,0.7844444513320923,0.6421289443969727,0.12012813985347748,0.5339842438697815
Mixture NCA,2,25,0,171,0.07610723376274109,0.053646206855773926,0.611111044883728,0.572620153427124,0.050053391605615616,0.263223260641098
Mixture NCA,2,25,0,172,0.058721646666526794,0.04998243600130081,0.6466666460037231,0.5593803524971008,0.16017085313796997,0.408209890127182
Mixture NCA,2,25,0,173,0.07968994975090027,0.06706539541482925,0.5733332633972168,0.39057326316833496,0.03003203496336937,0.2418038249015808
Mixture NCA,2,25,0,174,0.19852116703987122,0.12910759449005127,0.7222222089767456,0.7645968198776245,0.2602776288986206,0.5539426207542419
Mixture NCA,2,25,0,175,0.20183251798152924,0.13116326928138733,0.7711111307144165,0.8605852127075195,0.250266969203949,0.6462653875350952
Mixture NCA,2,25,0,176,0.10194507241249084,0.0871192067861557,0.6599999666213989,0.479941725730896,0.09009610116481781,0.5775495767593384
Mixture NCA,2,25,0,177,0.07473982125520706,0.05797089636325836,0.5933332443237305,0.479941725730896,0.010010678321123123,0.19497118890285492
Mixture NCA,2,25,0,178,0.1657598912715912,0.10978738218545914,0.5955555438995361,0.4766317903995514,0.020021356642246246,0.2835994064807892
Mixture NCA,2,25,0,179,0.19045040011405945,0.1236814334988594,0.4555555582046509,0.36409372091293335,0.050053391605615616,0.10147786885499954
Mixture NCA,2,25,0,180,0.21967017650604248,0.1251327097415924,0.7688888311386108,0.7976962924003601,0.08008542656898499,0.5554759502410889
Mixture NCA,2,25,0,181,0.1516321897506714,0.10428367555141449,1.1644444465637207,1.4298954010009766,0.6106513738632202,1.1839720010757446
Mixture NCA,2,25,0,182,0.12020708620548248,0.09003967046737671,0.5,0.37402355670928955,0.050053391605615616,0.1709722876548767
Mixture NCA,2,25,0,183,0.0852530300617218,0.06990751624107361,0.415555477142334,0.3111346364021301,0.050053391605615616,0.11012275516986847
Mixture NCA,2,25,0,184,0.08358217775821686,0.06697523593902588,0.3088887929916382,0.14894743263721466,0.1301388144493103,0.05624683201313019
Mixture NCA,2,25,0,185,0.20376743376255035,0.12263938784599304,0.5533332824707031,0.5130411386489868,0.020021356642246246,0.2993359863758087
Mixture NCA,2,25,0,186,0.09646958112716675,0.06681355088949203,0.38222217559814453,0.3012048006057739,0.010010678321123123,0.10795175284147263
Mixture NCA,2,25,0,187,0.08336443454027176,0.06742770969867706,0.30444443225860596,0.2647954523563385,0.0,0.07076767086982727
Mixture NCA,2,25,0,188,0.14333397150039673,0.09924622625112534,0.6311110258102417,0.618959367275238,0.4404698610305786,0.634518563747406
Mixture NCA,2,25,0,189,0.07407404482364655,0.05687667056918144,0.3888888359069824,0.2449357807636261,0.3103310167789459,0.10157785564661026
Mixture NCA,2,25,0,190,0.2794435918331146,0.1426248401403427,0.42444443702697754,0.37071362137794495,0.12012813985347748,0.29513245820999146
Mixture NCA,2,25,0,191,0.19522809982299805,0.12093181908130646,0.6511111259460449,0.6884681582450867,0.3003203570842743,0.5219500064849854
Mixture NCA,2,25,0,192,0.0715593472123146,0.05869919806718826,0.7022222280502319,0.7248775362968445,0.16017085313796997,0.6474035382270813
Mixture NCA,2,25,0,193,0.18511119484901428,0.11603236943483353,0.6644444465637207,0.6818482875823975,0.16017085313796997,0.3953690230846405
Mixture NCA,2,25,0,194,0.11541250348091125,0.07851576060056686,0.8222222328186035,0.8076260685920715,0.3103310167789459,0.6314277052879333
